,feature_1,feature_2,feature_3,feature_4,feature_5
3243,Akhtar Mansour: Afghan Taliban Leader Killed in Pakistan Strike | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13243
3244,Donald Trump & Newt Gingrich: A Potential GOP Ticket of Kindred Spirits | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13244
3245,Donald Trump & Voter Discontent | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13245
3246,Donald Trump or Hillary Clinton? Never Trump People Don’t Have to Choose | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13246
3247,U.S. & China: East-Asian War More Likely Because of Obama’s Inaction | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13247
3248,Hillary Clinton’s Wage-Gap Policies Won’t Solve Anything | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13248
3249,Commencement Speeches Mislead Graduates | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13249
3250,"Hillary Clinton, Bill Clinton & Newt Gingrich -- Scandal Focus Won’t Win Election | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13250
3251,"Gary Johnson & Libertarian Party -- Conservatives, Beware | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13251
3252,Katie Couric’s ‘Under the Gun’ Documentary Lie -- Yahoo Should Fire Her | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13252
3253,Barack Obama’s Apology Tour -- Foreign-Policy Realism & Idealism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13253
3254,Barack Obama Visits Hiroshima -- Why Not Pearl Harbor? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13254
3255,Obama's Hiroshima Visit: A Failed Foreign Policy in Miniature | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13255
3256,‘Weiner’ Documentary: Huma Abedin Is the Real Star | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13256
3257,#NeverTrump Club for Growth Focuses on Congressional Races | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13257
3258,Smart Guns & Police: Gun Control Safety Benefits Carry Real Costs | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13258
3259,Donald Trump’s Executive Power: Conservatives Will Regret the Bush Years | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13259
3260,Conservative Political Messaging: Scientifically Behind Progressives' | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13260
3261,Santa Monica College Professor Leads “EcoSexual Sextravaganza” | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13261
3262,Crowded Republican Senate Primary Race in Colorado | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13262
3263,Louisiana School Vouchers Threatened by Governor Edwards | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13263
3264,End IRS Abuse of Civil-Forfeiture Laws | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13264
3265,Clinton Cash Movie Proves Hillary Clinton Unfit for Office | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13265
3266,Drone Strikes: Obama Deserves Credit for Tech Revolution in Warfighting | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13266
3267,Climate Change RICO Lawsuits: State Attorneys General & Private Law Firms vs. Exxon | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13267
3268,Campus Activists: Crazy Radicals Rule the Roost | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13268
3269,Great Britain’s EU Referendum -- Catholic Arguments for Brexit | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13269
3270,Welfare Reform & Upward Mobility Act: Marriage & Work Are Rewarded | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13270
3271,Puerto Rico Debt Crisis: PROMESA Is the Best Solution | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13271
3272,Britain’s Brexit: United Kingdom to Leave European Union? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13272
3273,Hillary Clinton Daycare Subsidies Would Not Be Wise Spending | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13273
3274,Donald Trump & Hillary Clinton: Why “Hillary Is Even Worse” Doesn’t Cut It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13274
3275,Bill Weld: A Libertarian Vice Presidential Contender's Journey | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13275
3276,What Could Go Wrong with a Trump Presidency? Let’s Count the Ways | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13276
3277,Bernie Sanders & Mitt Romney Could Cause Four-Way Race | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13277
3278,Hillary Clinton's Campaign -- Why She's an Unapologetic Liar | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13278
3279,Judge Andrew Hanen -- Justice Department Lawlessness Does Not Justify His Latest Ruling | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13279
3280,Gary Johnson’s Libertarian Party Presidential Bid | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13280
3281,Donald Trump vs. Hillary Clinton: Voting Your Conscience | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13281
3282,Katie Couric’s ‘Under the Gun’ Documentary Lies — No Matter What She Calls It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13282
3283,Obama’s Hiroshima Speech Was Wrong | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13283
3284,Marco Rubio Supports Donald Trump & Disappoints | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13284
3285,"Obama, Benjamin Netanyahu & ‘Yisrael Beiteinu’ Coalition | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13285
3286,"Hillary Clinton, 2016 -- Joe Biden & Elizabeth Warren Could Be the Democratic Ticket If . . . | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13286
3287,Austin Petersen’s Libertarian Party: Smash the Two-Party System | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13287
3288,Hillary Clinton & Bill Clinton’s Crime Family: Where Politics and the Mafia Meet | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13288
3289,Obama’s Transgender Orders: 43 Republican Traitors Supported Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13289
3290,Are the Clintons the Real Housing-Crash Villains? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13290
3291,Conservatives & Donald Trump -- Republican Party Will Survive Just Fine | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13291
3292,X-Men Apocalyps Revels in Catastrophe | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13292
3293,"Technology Illiterates, Hillary Clinton & Defense Department: A Study in Incentives | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13293
3294,Hillary Clinton & Donald Trump -- Unpopularity Contest | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13294
3295,Hillary Clinton & Donald Trump -- Liars | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13295
3296,Hillary Clinton Enabled Bill Clinton’s Abuse of Women By Her Own Standards | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13296
3297,"Donald Trump & Hillary Clinton Tied in the Polls, Challenging Conventional Wisdom | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13297
3298,Katie Couric & Gun Rights: A Study in Dishonesty | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13298
3299,"Libertarians Convention in Florida: Crazy, Fun, Unserious | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13299
3300,Brexit -- Britain’s Independence Day from the EU? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13300
3301,Donald Trump -- Conservatives Need the American Liberty League Again | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13301
3302,Hillary Clinton’s E-mail Scandal -- George Costanza Defense Won’t Work | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13302
3303,Hillary Clinton’s Cattle Futures Windfall | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13303
3304,Gorilla Harambe Killing: Justified for Humanity’s Sake | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13304
3305,"Oslo Journal, Part II -- Notes from the Oslo Freedom Forum | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13305
3306,Donald Trump Energy Plan Is Not Quite as Bad as Hillary’s | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13306
3307,Mental Health Bill: Fred Upton Please Ignore SAMHSA Advice | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13307
3308,EITC Fraud: Honduran Scammers Steal Millions | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13308
3309,"Donald Trump & Joseph Wharton: Free Trade, Tariffs & Protectionism at the Wharton School | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13309
3310,Hillary Clinton & Donald Trump: The Most Depressing Election Ever? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13310
3311,Obama Overtime Rules: Harmful to Workers | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13311
3312,Koch Brothers Academic Giving: Liberal Hypocrites Harass Recipients | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13312
3313,Hillary Clinton’s E-mail Scandal -- Joe Biden Could Be the Democrats’ ‘Torricelli Solution’ | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13313
3314,Trump & the Anti-Establishment Vote | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13314
3315,Bernard Lewis’s 100th Birthday: An Appreciation from Friends & Admirers | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13315
3316,Minimum Wage Laws: Fight for $15 Myths | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13316
3317,EPA Roundup Report Delayed: Why Did This Happen? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13317
3318,Presidential Debates’ Rigged Game | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13318
3319,Brexit & Britain: Will the British Vote to Leave? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13319
3320,Gorilla Shot in Cincinnati Zoo -- People Are More Important | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13320
3321,School: National Honor Society Stoles at Graduation Make Others Feel Left Out | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13321
3322,State Department Video Lies: Nobody Gets Fired | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13322
3323,Katie Couric Gun Documentary Scandal: Reality-TV Conquers TV News | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13323
3324,Bernie Sanders’s Anti-Israel Message | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13324
3325,"Tiananmen Square, China & Human Rights -- ‘Liu Xiaobo Plaza’ Should Be a Reminder | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13325
3326,Donald Trump — Republican Party’s Id | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13326
3327,Hillary Clinton -- Robert Torricelli Precedent for Dumping Her | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13327
3328,Hillary Clinton Foreign Policy Anti-Trump Speech | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13328
3329,"Joe Heck, Nevada GOP Senate Candidate & Donald Trump | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13329
3330,Hillary Clinton California Primary: Loss Could Cost Democrats Sanders Supporters vs. Trump | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13330
3331,Hillary Clinton Email Scandal: John Podesta Defends Clinton’s Corruption | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13331
3332,"FDA War on Salt -- Bad Science, Bad Policy | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13332
3333,Obama’s Regulations Kill Innovation & Cost Lives | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13333
3334,Donald Trump & Hillary Clinton -- 2016 Overview | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13334
3335,Roots without Depth | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13335
3336,Donald Trump & Hillary Clinton: Conservatives’ Grim Choice | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13336
3337,Johns Hopkins Students: Giving Freshmen Letter Grades Will Cause a Mental Health Crisis | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13337
3338,"Immigration Rises -- Legal and Illegal Alike, & It Remains an Issue in U.S. Politics | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13338
3339,ISIS’s Dusseldorf Terror Plot: Germany Raids Daesh Terror Cell | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13339
3340,Labor Secretary Tom Perez: Leftist Radical & Potential Hillary Clinton VP | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13340
3341,Bernie Sanders Social Security Proposals: Fairy Tales | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13341
3342,Donald Trump Foreign Policy: Almost as Bad as Hillary | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13342
3343,Donald Trump Rally San Jose ‘Protest’ -- ‘Riot’ Is the More Accurate Term | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13343
3344,Donald Trump San Jose Riot: Liberal 'Fascist' Rhetoric Has Consequences | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13344
3345,"Paul Ryan Endorses Trump, Misses the Point of the Presidency | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13345
3346,Hillary Clinton's Media Silence Helps Donald Trump | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13346
3347,Conservatives -- Donald Trump Betrays Them & They Must Now Redefine Their Movement | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13347
3348,"Mohsen Makhmalbaf’s ""The President"" Review | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13348
3349,A Business Recession Looms following a Poor Jobs Report | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13349
3350,"Muhammad Ali, Greatest Promoter of Boxing | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13350
3351,Donald Trump Rally Riots & the Left’s Double Standard | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13351
3352,"Conservatives & Donald Trump -- They Should Challenge Him, Not Abandon the GOP | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13352
3353,Britain’s Labour Party & Jeremy Corbyn: The UK’s Political Silliness | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13353
